Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
Spain,Bullfight-use,Bullfight-use,Murcia,Plaza de Murcia,15000,1887,all-seater
Spain,Bullfight-use,Bullfight-use,Benidorm,Plaza de Benidorm,15000,1962,all-seater
Spain,CD Logroñes,Football,Logroño,Nuevo Las Gaunas,14895,2002,all-seater
Spain,Cartagonova CF,Football,Cartagena,Estadio Cartagonova,14712,1988,all-seater
Spain,UD Mérida,Football,Mérida,Estadio Romano de Mérida,14600,1954,all-seater
Spain,Gimnastic Tarragona,Football,Tarragona,Nou Estadi,14591,1972,all-seater
Spain,Bullfight-use,Bullfight-use,Granada,Plaza de Granada,14500,1928,all-seater
Spain,Bullfight-use,Bullfight-use,Palma/Mallorca,Plaza de Palma de Mallorca,14424,1865,all-seater
Spain,Bullfight-use,Bullfight-use,Málaga,Plaza de la Malagueta,14000,1876,all-seater
Spain,Multi-use,Multi-use,León,León Arena,14000,1948,all-seater
Spain,Bullfight-use,Bullfight-use,Vistalegre,Palacio de Vistalegre,14000,2000,all-seater
Spain,UD Alméria B,Football,Almería,Estadio Juan Rojas,13600,1998,all-seater
Spain,Cultural Leonesa,Football,León,Estadio A. Amilivia,13451,2001,all-seater
Spain,Bullfight-use,Bullfight-use,Badajoz,Fregenal de la Sierra,13004,1967,all-seater
Spain,Bullfight-use,Bullfight-use,Castellón,Plaza de Castellón,13000,1887,all-seater
Spain,Bullfight-use,Bullfight-use,Valencia,Plaza de Valencia,12884,1859,all-seater
Spain,Real Jaén,Football,Jaén,Nuevo La Victoria,12800,2001,all-seater
Spain,Bullfight-use,Bullfight-use,Sevilla,Real Maestranza de Sevilla,12500,1761,all-seater
Spain,Joventut Badalona,Basketball,Badalona,Pavelló Olímpic de Badalona,12500,1991,all-seater
Spain,Tennis-use,Tennis,Madrid,Estadio Manolo Santana,12442,2009,all-seater
Spain,Racing de Ferrol,Football,Ferrol,Estadio A Malata,12024,1993,null
Spain,Real Bal. Linense,Football,La Linea,Municipal de La Linea,12000,1969,all-seater
Spain,Bullfight-use,Bullfight-use,El Puerto,Plaza de El Puerto,12000,1880,all-seater
Spain,Indoor Sports,Indoor Sports,Zaragoza,Pabellón Príncipe Felipe,12000,1990,all-seater
Spain,Bullfight-use,Bullfight-use,Albacete,Plaza de Albacete,12000,1917,all-seater
Spain,CE Sabadell,Football,Sabadell,Estadi Nova Creu Alta,11981,1967,all-seater
Spain,SD Compostela,Football,S. Compostela,Estadio San Lázaro,11750,1993,null
Spain,CF Extremadura UD,Football,Almendralejo,Francisco de la Hera,11580,1996,all-seater
Spain,Bullfight-use,Bullfight-use,Valladolid,Plaza de Valladolid,11542,1890,all-seater
Spain,Terrassa CF,Football,Terrassa,Olimpic de Terrassa,11500,1960,all-seater
Spain,Bullfight-use,Bullfight-use,N/Andalucía,Plaza de Nueva Andalucía,11300,1968,all-seater
Spain,Bullfight-use,Bullfight-use,Algeciras,Plaza de Las Palomas,11222,1969,all-seater
Spain,Bullfight-use,Bullfight-use,Jaén,Plaza de Jaén,11000,1960,all-seater
Spain,Bullfight-use,Bullfight-use,Santander,Plaza de Santander,11000,1859,all-seater
Spain,Bullfight-use,Bullfight-use,Logroño,La Plaza de La Ribera,11000,2001,all-seater
Spain,Bullfight-use,Bullfight-use,Salamanca,Plaza de La Glorieta,10858,1892,all-seater
Spain,Bullfight-use,Bullfight-use,Zamora,Plaza de Zamora,10500,1897,all-seater
Spain,Multi-use,Multi-use,Madrid,Madrid Arena,10248,2002,all-seater
Spain,Unicaja Málaga,Basketball,Málaga,Palacio de los Deportes,10126,1999,all-seater
Spain,Bullfight-use,Bullfight-use,Zaragoza,Plaza de Zaragoza,10072,1989,all-seater
Spain,CB Gran Canaria,Basketball,Las Palmas,Gran Canaria Arena,10000,2014,all-seater
Spain,CD Linares,Football,Linares,Estadio Linarejos,10000,1955,all-seater
Spain,Bullfight-use,Bullfight-use,Almería,Plaza de Almería,10000,1882,all-seater
Spain,UD Melilla,Football,Melilla,Estadio Alvarez Claro,10000,null,all-seater
Spain,Bullfight-use,Bullfight-use,Oviedo,Plaza de Oviedo,10000,1889,all-seater
Spain,Bullfight-use,Bullfight-use,Palencia,Plaza de Palencia,10000,1976,all-seater
Spain,Race-use,Race-use,Albacete,Circuito de Velocidad,10000,1990,all-seater
Sweden,National Team,Football,Solna,Friends Arena,54329,2012,51060
Sweden,AIK Fotboll,Football,Solna,Friends Arena,54329,2012,51060
Sweden,Multi-use,Multi-use,Göteborg,Nya Ullevi Stadion,43200,1958,all-seater
Sweden,Horse-Racing-use,Horse Racing-use,Stockholm,Solvalla Travbana,35000,1927,11000
Sweden,Hammarby IF,Football,Stockholm,Tele2 Arena,33000,2013,30000
Sweden,Djurgårdens IF,Football,Stockholm,Tele2 Arena,33000,2013,30000
Sweden,Horse-Racing-use,Horse-Racing,Åby,Åby Travet,30000,null,12000
Sweden,IFK Malmö,Football,Malmö,Malmö Stadion,26500,1958,14000
Sweden,Malmö FF,Football,Malmö,Swedbank Stadion,24000,2009,18000
Sweden,Azalea BK,Football,Göteborg,Slottskogsvallen,23000,1923,5000
Sweden,Race-use,Race-use,Mantorp,Mantorp Park,20000,1969,8600
Sweden,Golf-use,Golf-use,Upplands-Bro,Bro Hof Slott Golf Club,20000,null,null
Sweden,Norrby IF,Football,Borås,Ryavallen,18900,1944,null
Sweden,IFK Göteborg,Football,Göteborg,Gamla Ullevi,18800,2008,17400
Sweden,GAIS Göteborg,Football,Göteborg,Gamla Ullevi,18800,2008,17400
Sweden,Örgryte IS,Football,Göteborg,Gamla Ullevi,18800,2008,17400
Sweden,IF Elfsborg,Football,Borås,Borås Arena,16894,2005,10894
Sweden,IFK Norrköping,Football,Norrköping,Nya Arena,16700,2009,10750
Sweden,IK Sleipner,Football,Norrköping,Nya Arena,16700,2009,10750
Sweden,Helsingborgs IF,Football,Helsingborg,Olympia Stadion,16673,1898,9673
Sweden,Multi-use,Multi-use,Växjö,Värendsvallen,15062,1966,null
Sweden,Race-use,Race-use,Vimmerby,Målilla Motorstadion,15000,null,null
Sweden,Holmens IF,Ski-jumping,Falun,Lugnet Ski Stadium,15000,1992,null
Sweden,Djurgårdens IF,Football,Stockholm,Stockholms Stadion,14500,1912,10000
Sweden,Örebro SK,Football,Örebro,Behrn Arena,14500,2006,7250
Sweden,Karlslunds IF Örebro,Football,Örebro,Behrn Arena,14500,2006,7250
Sweden,Örebro Black Knights,Football,Örebro,Behrn Arena,14500,2006,7250
Sweden,AIK/Djurgårdens IF,Ice-hockey,Stockholm,Globen Arena,14119,1989,13319
Sweden,Kalmar FF,Football,Kalmar,Guldfågeln Arena,14000,2011,10000
Sweden,Malmö Redhawks,Ice-hockey,Malmö,Malmö Arena,13700,2008,12500
Sweden,Horse-Racing-use,Horse-Racing,Malmö,Derbybanan Jägersro,12500,null,3000
Sweden,Frölunda HC,Ice-hockey,Göteborg,Scandinavium,12044,1971,all-seater
Sweden,Östers IF,Football,Växjö,Myresjöhus Arena,12000,2012,10000
Sweden,IK Oddevold,Football,Uddevalla,Rimnersvallen,12000,1923,null
Sweden,Landskrona BoIS,Football,Landskrona,Landskrona IP,11500,null,null
Sweden,Race-use,Race-use,Tullinge,Tullinge Raceway,10000,null,2000
Sweden,Football-use,Football,Västerås,Arosvallen,10000,1932,1200
Switzerland,FC Basel,Football,Basel,St. Jakob Park,38512,2001,all-seater
Switzerland,BSC Young Boys,Football,Bern,Stade de Suisse,31783,2005,all-seater
Switzerland,Servette FC,Football,Genève,Stade de Genève,30084,2003,all-seater
Switzerland,LC Zürich,Athletics,Zürich,Letzigrund,23333,2007,all-seater
Switzerland,FC Zürich,Football,Zürich,Letzigrund,23333,2007,all-seater
Switzerland,Grasshopper-Club,Football,Zürich,Letzigrund,23333,2007,all-seater
Switzerland,FC St. Gallen,Football,St. Gallen,Kybunpark,19568,2008,17317
Switzerland,SC Bern,Ice-hockey,Bern,Postfinance-Arena,17031,1967,7159
Switzerland,FC Luzern,Football,Luzern,Swissporarena,17000,2011,14000
Switzerland,FC Lausanne-Sport,Football,Lausanne,Olympique de la Pontaise,15738,1953,all-seater
Switzerland,FC Sion,Football,Sion,Stade Tourbillon,15000,1968,all-seater
Switzerland,FC La Chaux-de-Fonds,Football,Chaux/Fonds,Stade Charrière,12700,null,2500
Switzerland,Neuchâtel Xamax FCS,Football,Neuchâtel,Stade La Maladière,12000,2007,all-seater
Switzerland,FC Bern,Football,Bern,Neufeld Stadion,11850,1924,3000
Switzerland,ZSC Lions,Ice-hockey,Zürich,Hallenstadion,11200,2005,all-seater
Switzerland,FC Grenchen,Football,Grenchen,Stadion Brühl,10964,1927,1964
Switzerland,FC Thun,Football,Thun,Stockhorn Arena,10398,2011,8426
Switzerland,FC Wettingen,Football,Wettingen,Altenburg Stadion,10000,null,1500
Ukraine,National Stadium,Multi-use,Kiev,Stadion NSK Olimpiyskiy,70050,2011,all-seater
Ukraine,FK Dynamo Kyiv,Football,Kiev,Stadion NSK Olimpiyskiy,70050,2011,all-seater
Ukraine,FC Shakhtar Donetsk,Football,Donetsk,Donbass Arena,52518,2009,all-seater
Ukraine,FK Metalist Kharkiv,Football,Kharkiv,Stadion Metalist,40003,2008,all-seater
Ukraine,Football-use,Football,Lviv,Arena Lviv,34915,2011,all-seater
Ukraine,FK Chornomorets,Football,Odesa,Stadion Chornomorets,34164,2011,all-seater
Ukraine,FK Dnipro,Football,Dnipropetrovsk,Stadion Dnipro,31003,2008,all-seater
Ukraine,FK Kryvbas,Football,Kryvyi Rih,Stadion Metalurh,29782,1970,all-seater
Ukraine,FK Karpaty Lviv,Football,Lviv,Stadion Ukrajina,28051,1963,all-seater
Ukraine,FC Zorya Luhansk,Football,Donetsk,Stadion RSK Olimpiyskiy,26100,1958,all-seater
Ukraine,FC Sumy,Football,Sumy,Stadion Yuvileiny,25830,2001,all-seater
Ukraine,FK Vorskla Poltava,Football,Poltava,Stadion Vorskla,24810,1951,all-seater
Ukraine,FK Dnipro-2,Football,Dnipropetrovsk,Stadion Meteor,24381,1966,all-seater
Ukraine,FC Nyva,Football,Vinnytsya,Stadion Tsentralnyi,24000,1949,null
Ukraine,FK Zorya Luhansk,Football,Luhansk,Stadion Avanhard,22288,1951,all-seater
Ukraine,Football-use,Football,Zhytomyr,Stadion Tsentralnyi,21928,1923,5928
Ukraine,Veres Rivne,Football,Rivne,Stadion Avanhard,20000,null,null
Ukraine,FK Lviv,Football,Lviv,Stadion SKA,17000,1950,all-seater
Ukraine,FK Dynamo Kyiv,Football,Kiev,Stadion V. Lobanovskyi,16873,1933,all-seater
Ukraine,MFK Mykolaiv,Football,Mykolaiv,Stadion Tsentralnyi,16700,1965,all-seater
Ukraine,Chernomorets II,Football,Odesa,Stadion SKA,15000,null,all-seater
Ukraine,Zirka Kirovohrad,Football,Kirovohrad,Stadion Zirka,14628,null,all-seater
Ukraine,Prykarpattya,Football,Ivano-Frankivsk,Stadion Rukh,14500,1909,all-seater
Ukraine,FK Ros',Football,Bila Tserkva,Stadion Trudovi Rezervy,13500,null,all-seater
Ukraine,FK Arsenal,Football,Bila Tserkva,Stadion Trudovi Rezervy,13500,null,all-seater
Ukraine,FK Nyva Ternopil,Football,Ternopil,Stadion Miskyi,12750,1909,all-seater
Ukraine,FK Illichivets,Football,Mariupol,Stadion Illichivets,12680,1956,all-seater
Ukraine,Desna Chernihiv,Football,Chernihiv,Stadion Yuri Gagarin,12060,null,null
Ukraine,Bukovyna Chernivtsi,Football,Chernivtsi,Stadion Bukovyna,12000,1967,all-seater
Ukraine,Football-use,Football,Zaporizhzhya,Stadion AvtoZAZ,12000,null,null
Ukraine,FK CSKA Kyyiv,Football,Kiev,Stadion CSK ZSU,12000,1964,all-seater
Ukraine,Zakarpattya Uzhorod,Football,Uzhorod,Stadion Avanhard,12000,1952,null
Ukraine,BC Azovmash,Basketball,Mariupol,Sportkompleks Illichivets,12000,2007,all-seater
Ukraine,FK Metalurh,Football,Zaporizhzhya,Slavutych Arena,11883,2006,all-seater
Ukraine,Football-use,Football,Kremenchuk,Stadion Politekhnik,11300,null,null
Ukraine,FK Volyn Lutsk,Football,Lutsk ,Stadion Avanhard,10792,1960,all-seater
Ukraine,PFK Dynamo,Football,Khmelnitskyi,Stadion Podillya,10500,1950,null
Ukraine,FK Slavutych,Football,Cherkasy,Stadion Tsentralnyi,10321,1957,null
Ukraine,Football-use,Football,Yalta,Stadion Miskyi,10000,null,null
United Kingdom,Horse Racing-use,Horse Racing,Epsom,Epsom Downs Racecourse,120000,null,null
United Kingdom,Tottenham Hotspur,Football,London,Wembley Stadium,90000,2007,all-seater
United Kingdom,Race-use,Race-use,Silverstone,Silverstone Circuit,90000,1948,60000
United Kingdom,National Team,Rugby,London,Twickenham Stadium,82000,1981,all-seater
United Kingdom,Horse Racing-use,Horse Racing,Ascot,Ascot Racecourse,80000,2006,all-seater
United Kingdom,Race-use,Race-use,Fawkham,Brands Hatch Circuit,80000,1980,45000
United Kingdom,Manchester United,Football,Manchester,Old Trafford,76098,1910,all-seater
United Kingdom,Grand National Race,Horse Racing,Liverpool,Aintree Racecourse,75000,1829,null
United Kingdom,National Stadium,Multi-use,Cardiff,Principality Stadium,74500,1999,all-seater
United Kingdom,Race-use,Race-use,Derby,Donington Park Circuit,68000,1977,null
United Kingdom,Horse Racing use,Horse Racing,Cheltenham,Cheltenham Racecourse,67500,1979,null
United Kingdom,Edinburgh Rugby,Rugby,Edinburgh,Murrayfield,67500,1994,all-seater
United Kingdom,West Ham United,Football,London,London Stadium,66000,2011,all-seater
United Kingdom,Celtic FC,Football,Glasgow,Celtic Park,60506,1999,all-seater
United Kingdom,Arsenal FC,Football,London,Emirates Stadium,60000,2006,all-seater
United Kingdom,Horse Racing-use,Horse Racing,York,York Racecourse,56000,1960,all-seater
United Kingdom,Manchester City,Football,Manchester,Etihad Stadium,55097,2002,all-seater
United Kingdom,Liverpool FC,Football,Liverpool,Anfield,54074,1884,all-seater
United Kingdom,Newcastle United,Football,Newcastle,St. James Park,52143,2000,all-seater
United Kingdom,Race-use,Race-use,Corby,Rockingham Speedway,52000,2001,all-seater
United Kingdom,Rangers FC,Football,Glasgow,Ibrox Stadium,51082,1997,all-seater
United Kingdom,Queens Park FC,Football,Glasgow,Hampden Park,50670,1999,all-seater
United Kingdom,Sunderland AFC,Football,Sunderland,Stadium of Light,49000,2000,all-seater
United Kingdom,Horse Racing use,Horse Racing,Newmarket,Newmarket Racecourse,45000,null,null
United Kingdom,Race-use,Race-use,Tarporley,Oulton Park,45000,1926,null
United Kingdom,Aston Villa,Football,Birmingham,Villa Park,43275,1897,all-seater
United Kingdom,Chelsea FC,Football,London,Stamford Bridge,41841,1997,all-seater
United Kingdom,Everton FC,Football,Liverpool,Goodison Park,40200,1892,all-seater
United Kingdom,Sheffield Wednesday,Football,Sheffield,Hillsborough,39859,1996,all-seater
United Kingdom,Leeds United,Football,Leeds,Elland Road,37914,1996,all-seater
United Kingdom,Middlesbrough FC,Football,Middlesbrough,Riverside Stadium,35049,1997,all-seater
United Kingdom,Horse Racing-use,Horse Racing,Windsor,Windsor Racecourse,35000,null,null
United Kingdom,Derby County,Football,Derby,iPro Stadium,33597,1997,all-seater
United Kingdom,Sheffield United FC,Football,Sheffield,Bramall Lane,33500,1966,all-seater
United Kingdom,Cardiff City FC,Football,Cardiff,Cardiff City Stadium,33280,2009,all-seater
United Kingdom,Leicester City,Football,Leicester,King Power Stadium,32500,2002,all-seater
United Kingdom,Antrim County,Gaelic Football/Hurling,Belfast,Casement Park,32500,1953,null
United Kingdom,Southampton FC,Football,Southampton,St. Mary's Stadium,32000,2001,all-seater
United Kingdom,Coventry City FC,Football,Coventry,Ricoh Arena,32000,2005,all-seater
United Kingdom,Wolverhampton Wanderers,Football,Wolverhampton,Molineux Stadium,31700,1889,all-seater
United Kingdom,Blackburn Rovers,Football,Blackburn,Ewood Park,31367,1994,all-seater
United Kingdom,Brighton & Hove Albion,Football,Brighton,AMEX Stadium,30750,2011,all-seater
United Kingdom,Nottingham Forest,Football,Nottingham,Nottingham City Ground,30602,1898,all-seater
United Kingdom,MK Dons FC,Football,Milton Keynes,Stadium:mk,30500,2007,all-seater
United Kingdom,Ipswich Town,Football,Ipswich,Portman Road,30300,1884,all-seater
United Kingdom,Birmingham City FC,Football,Birmingham,St. Andrews Stadium,30016,1906,all-seater
United Kingdom,Horse Racing use,Horse Racing,Nottingham,Nottingham Racecourse,30000,null,null
United Kingdom,Horse Racing use,Horse Racing,Exeter,Exeter Racecourse,30000,null,null
United Kingdom,Race-use,Race-use,Caldwell,Cadwell Park,30000,1963,10000
United Kingdom,Bolton Wanderers,Football,Bolton,Reebok Stadium,28723,1997,all-seater
United Kingdom,Middlesex Crusaders,Cricket,London,Lord's Cricket Ground,28000,1814,all-seater
United Kingdom,Stoke City,Football,Stoke-on-Trent,Britannia Stadium,28000,1997,all-seater
United Kingdom,Darlington FC,Football,Darlington,The Darlington Arena,27500,2003,all-seater
United Kingdom,Bradford Bulls RLFC,Rugby,Bradford,Odsal Stadium,27491,1934,5850
United Kingdom,Norwich City FC,Football,Norwich,Carrow Road,27224,1935,all-seater
United Kingdom,West Bromwich Albion,Football,West Bromwich,The Hawthorns,27200,2001,all-seater
United Kingdom,Charlton Athletic,Football,London,The Valley,27111,1919,all-seater
United Kingdom,Bristol City FC,Football,Bristol,Ashton Gate,27000,1904,all-seater
United Kingdom,Crystal Palace FC,Football,London,Selhurst Park,26309,1994,all-seater
United Kingdom,Lancashire Lightning,Cricket,Manchester,County Cricket Ground,26000,1857,all-seater
United Kingdom,Fulham FC,Football,London,Craven Cottage,25678,1896,all-seater
United Kingdom,Hull City AFC,Football,Hull,KCOM Stadium,25404,2002,all-seater
United Kingdom,Hull FC,Rugby,Hull,KCOM Stadium,25404,2002,all-seater
United Kingdom,Bradford City FC,Football,Bradford,Coral Windows Stadium,25136,1997,all-seater
United Kingdom,Wigan Athletic,Football,Wigan,DW Stadium,25000,1999,all-seater
United Kingdom,Wigan Warriors RLFC,Rugby,Wigan,DW Stadium,25000,1999,all-seater
United Kingdom,Warwickshire Bears,Cricket,Birmingham,Edgbaston County Ground,25000,1902,all-seater
United Kingdom,Tyrone County,Gaelic Football/Hurling,Omagh,Healy Park,25000,null,all-seater
United Kingdom,Huddersfield Town FC,Football,Huddersfield,Galpharm Stadium,24500,1994,all-seater
United Kingdom,Huddersfield Giants,Rugby,Huddersfield,Galpharm Stadium,24500,1994,all-seater
United Kingdom,Reading FC,Football,Reading,Madejski Stadium,24084,1998,all-seater
United Kingdom,London Irish RUC,Rugby,Reading,Madejski Stadium,24084,1998,all-seater
United Kingdom,Leicester Tigers RUC,Rugby,Leicester,Welford Road,24000,1935,12411
United Kingdom,Leeds Rhinos RLFC,Rugby,Leeds,Headingley Carnegie Stadium,24000,1890,5300
United Kingdom,Leeds Carnegie RUFC,Rugby,Leeds,Headingley Carnegie Stadium,24000,1890,5300
United Kingdom,Preston North End,Football,Preston,Deepdale,23500,2002,all-seater
United Kingdom,Surrey Lions,Cricket,London,Brit Oval,23000,2002,all-seater
United Kingdom,Barnsley FC,Football,Barnsley,Oakwell Ground,22752,1997,all-seater
United Kingdom,Burnley FC,Football,Burnley,Turf Moor,22619,1882,all-seater
United Kingdom,Port Vale FC,Football,Stoke-on-Trent,Vale Park,22546,1950,all-seater
United Kingdom,Watford FC,Football,Watford,Vicarage Road,22011,1922,all-seater
United Kingdom,Saracens RUC,Rugby,Watford,Vicarage Road,22011,1922,all-seater
United Kingdom,Multi-use,Multi-use,Manchester,Phones 4u Arena,21000,1995,all-seater
United Kingdom,Aberdeen FC,Football,Aberdeen,Pittodrie Stadium,20897,1899,all-seater
United Kingdom,Swansea City FC,Football,Swansea,Liberty Stadium,20532,2005,all-seater
United Kingdom,Ospreys Rugby,Rugby,Swansea,Liberty Stadium,20532,2005,all-seater
United Kingdom,Hibernian FC,Football,Edinburgh,Easter Road Stadium,20250,1893,all-seater
United Kingdom,Millwall FC,Football,London,The New Den,20146,1993,all-seater
United Kingdom,Plymouth Argyle FC,Football,Plymouth,Home Park,20134,2002,18600
United Kingdom,Multi-use,Multi-use,London,The O2 Arena,20000,1999,all-seater
United Kingdom,Horse Racing use,Horse Racing,St. Helens,Haydock Racecourse,20000,1960,null
United Kingdom,Portsmouth FC,Football,Portsmouth,Fratton Park,20200,1898,all-seater
United Kingdom,Hampshire Hawks,Cricket,Southampton,Ageas Bowl,20000,2001,all-seater
United Kingdom,Down County,Gaelic Football/Hurling,Newry,Páirc Esler,20000,null,null
United Kingdom,Notts County FC,Football,Nottingham,Meadow Lane,19588,1910,all-seater
United Kingdom,Armagh County,Gaelic Football/Hurling,Armagh,Athletic Grounds,19500,null,5700
United Kingdom,Queens Park Rangers,Football,London,Loftus Road,19148,1904,all-seater
United Kingdom,Volleyball-use,Volleyball,London,Earls Court,19000,1937,all-seater
United Kingdom,Durham Dynamos,Cricket,Chester/Street,Riverside Ground,19000,1995,all-seater
United Kingdom,Heart of Midlothian,Football,Edinburgh,Tynecastle Park,18300,1932,all-seater
United Kingdom,Kilmarnock FC,Football,Kilmarnock,Rugby Park,18220,1995,all-seater
United Kingdom,Ulster Rugby,Rugby,Belfast,Ravenhill Stadium,18200,1923,null
United Kingdom,St Helens RLFC,Rugby,St Helens,Langtree Park,17980,2011,10285
United Kingdom,St Helens Town FC,Football,St Helens,Langtree Park,17980,2011,10285
United Kingdom,Nottinghamshire Outlaws,Cricket,Nottingham,Trent Bridge Ground,17500,1830,all-seater
United Kingdom,Yorkshire CCC,Cricket,Leeds,Headingley Cricket Ground,17000,1890,all-seater
United Kingdom,Tranmere Rovers FC,Football,Birkenhead,Prenton Park,16789,1912,all-seater
United Kingdom,Carlisle Utd FC,Football,Carlisle,Brunton Park,16651,1909,null
United Kingdom,Gloucester RFC,Rugby,Gloucester,Kingsholm Stadium,16500,null,all-seater
United Kingdom,Blackpool FC,Football,Blackpool,Bloomfield Road,16220,1899,all-seater
United Kingdom,Swindon Town FC,Football,Swindon,County Ground,16000,1896,all-seater
United Kingdom,Fermanagh County,Gaelic Football/Hurling,Enniskillen,Brewster Park,16000,null,null
United Kingdom,Glamorgan Dragons,Cricket,Cardiff,Swalec Stadium,16000,2008,all-seater
United Kingdom,Wrexham AFC,Football,Wrexham,Racecourse Ground,15891,1872,11000
United Kingdom,Llanelli Scarlets,Rugby,Wrexham,Racecourse Ground,15891,1872,11000
United Kingdom,Multi-use,Multi-use,Birmingham,Genting Arena,15643,1982,all-seater
United Kingdom,Athletics-use,Athletics,London,Crystal Palace Stadium,15500,2004,all-seater
United Kingdom,Warrington Wolves RLFC,Rugby,Warrington,Halliwell Jones Stadium,15200,2003,8000
United Kingdom,Kent Spitfires,Cricket,Canterbury,St. Lawrence Ground,15000,1847,null
United Kingdom,Doncaster Rovers FC,Football,Doncaster,Keepmoat Stadium,15000,2006,all-seater
United Kingdom,Doncaster Lakers RLFC,Rugby,Doncaster,Keepmoat Stadium,15000,2006,all-seater
United Kingdom,Derry County,Gaelic Football/Hurling,Derry,Celtic Park,15000,null,null
United Kingdom,Peterborough Utd,Football,Peterborough,London Road,14640,1913,9614
United Kingdom,Llanelli RFC,Rugby,Llanelli,Parc y Scarlets,14340,2008,all-seater
United Kingdom,Llanelli Scarlets,Rugby,Llanelli,Parc y Scarlets,14340,2008,all-seater
United Kingdom,Dundee United,Football,Dundee,Tannadice Park,14200,1909,all-seater
United Kingdom,Halifax Town FC,Football,Halifax,The Shay Stadium,14000,1921,2330
United Kingdom,Halifax Blue Sox RLFC,Rugby,Halifax,The Shay Stadium,14000,1921,2330
United Kingdom,Cardiff RFC,Rugby,Cardiff,Cardiff Arms Park,14000,1969,null
United Kingdom,Cardiff Blues,Rugby,Cardiff,Cardiff Arms Park,14000,1969,null
United Kingdom,Wimbledon Tennis,Tennis,London,Centre Court,13810,1922,all-seater
United Kingdom,Motherwell FC,Football,Motherwell,Fir Park,13742,1895,all-seater
United Kingdom,Oldham Athletic,Football,Oldham,Boundary Park,13700,1906,all-seater
United Kingdom,Oldham RLFC,Rugby,Oldham,Boundary Park,13700,1906,all-seater
United Kingdom,Northampton Saints RUC,Rugby,Northampton,Franklins Gardens,13600,1880,9500
United Kingdom,Widnes Vikings,Rugby,Widnes,Select Security Stadium,13350,1997,all-seater
United Kingdom,National Stadium,Multi-use,Belfast,Windsor Park,12950,1905,15000
United Kingdom,Linfield FC,Football,Belfast,Windsor Park,12950,1905,15000
United Kingdom,Brentford FC,Football,London,Griffin Park,12763,1904,8920
United Kingdom,Birchfield Harriers,Athletics,Birmingham,Alexander Stadium,12700,1976,all-seater
United Kingdom,Dunfermline FC,Football,Dunfermline,East End Park,12510,1999,all-seater
United Kingdom,Multi-use,Multi-use,London,Wembley Arena,12500,1934,all-seater
United Kingdom,Harlequins RFC,Rugby,London,Stoop Memorial Ground,12500,1997,10300
United Kingdom,Sheffield Steelers,Ice-hockey,Sheffield,Hallam FM Arena,12500,1991,all-seater
United Kingdom,Westfield Sharks,Basketball,Sheffield,Hallam FM Arena,12500,1991,all-seater
United Kingdom,Oxford United FC,Football,Oxford,Kassam Stadium,12400,2001,all-seater
United Kingdom,Southend United FC,Football,Southend,Roots Hall,12306,1955,all-seater
United Kingdom,Hull Kingston Rovers,Rugby,Hull,KCOM Lightstream Stadium,12225,1989,all-seater
United Kingdom,Worcester Warriors,Rugby,Worcester,Sixways Stadium,12068,1975,7500
United Kingdom,Rotherham United FC,Football,Rotherham,New York Stadium,12021,2012,all-seater
United Kingdom,Leicestershire Foxes,Cricket,Leicester,Grace Road,12000,1878,all-seater
United Kingdom,Mersey Tigers,Basketball,Liverpool,Echo Arena Liverpool,12000,2008,all-seater
United Kingdom,Salford City Reds,Rugby,Salford,Salford City Stadium,12000,2012,all-seater
United Kingdom,Bristol Rovers FC,Football,Bristol,Memorial Stadium,12000,1921,2850
United Kingdom,Bristol Shoguns RUC,Rugby,Bristol,Memorial Stadium,12000,1921,2850
United Kingdom,Birmingham Bullets,Basketball,Birmingham,National Indoor Arena,12000,1991,all-seater
United Kingdom,Horse Racing-use,Horse Racing,Beverley,Beverley Racecourse,12000,null,null
United Kingdom,Bury FC,Football,Bury,Gigg Lane,11840,1885,all-seater
United Kingdom,Swinton Lions,Rugby,Bury,Gigg Lane,11840,1885,all-seater
United Kingdom,Dundee FC,Football,Dundee,Dens Park,11800,1899,all-seater
United Kingdom,Multi-use,Multi-use,Gateshead,Gateshead Intl' Stadium,11762,1931,all-seater
United Kingdom,Castleford Tigers RLFC,Rugby,Castleford,The Jungle,11750,1927,1500
United Kingdom,Gillingham FC,Football,Gillingham,MEMS Priestfield Stadium,11582,1893,all-seater
United Kingdom,Scarborough CC,Cricket,Scarborough,North Marine Road,11500,1863,null
United Kingdom,Wimbledon Tennis,Tennis,London,Number 1 Court,11429,1922,all-seater
United Kingdom,Walsall FC,Football,Walsall,Bescot Stadium,11300,1990,all-seater
United Kingdom,Newcastle Vipers,Ice-hockey,Newcastle,Metro Radio Arena,11000,1995,5500
United Kingdom,Newcastle Eagles,Basketball,Newcastle,Metro Radio Arena,11000,1995,6500
United Kingdom,Stockport County FC,Football,Stockport,Edgeley Park,11000,1891,9491
United Kingdom,Sale Sharks RUC,Rugby,Stockport,Edgeley Park,11000,1891,9491
United Kingdom,Exeter Chiefs RUC,Rugby,Exeter,Sandy Park,10744,2011,null
United Kingdom,St. Johnstone FC,Football,Perth,McDiarmid Park,10618,1989,all-seater
United Kingdom,Bath Rugby RFC,Rugby,Bath,Recreation Ground,10400,null,all-seater
United Kingdom,Chesterfield FC,Football,Chesterfield,Proact Stadium,10379,2010,all-seater
