Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
United Kingdom,Rochdale AFC,Football,Rochdale,Spotland Stadium,10249,1920,all-seater
United Kingdom,Rochdale Hornets,Rugby,Rochdale,Spotland Stadium,10249,1920,all-seater
United Kingdom,Ayr United,Football,Ayr,Somerset Park,10243,1910,1549
United Kingdom,Luton Town FC,Football,Luton,Kenilworth Road Stadium,10200,1905,all-seater
United Kingdom,Airdrie United FC,Football,Airdrie,Excelsior Stadium,10171,1998,all-seater
United Kingdom,Lincoln City FC,Football,Lincoln,Sincil Bank Stadium,10127,1895,all-seater
United Kingdom,Crewe Alexandra,Football,Crewe,Alexandra Stadium,10118,1906,all-seater
United Kingdom,Partick Thistle FC,Football,Glasgow,Firhill Stadium,10102,1909,all-seater
United Kingdom,Colchester United FC,Football,Colchester,Community Stadium,10084,2008,all-seater
United Kingdom,Mansfield Town FC,Football,Mansfield,Field Mill,10000,1861,all-seater
United Kingdom,Saracens FC,Rugby,London,Allianz Park,10000,2013,all-seater
United Kingdom,Newcastle Falcons RUC,Rugby,Newcastle,Kingston Park,10000,null,null
United Kingdom,Leigh Genesis FC,Football,Leigh,Leigh Sports Village,10000,2008,all-seater
United Kingdom,Leigh Centurions,Rugby,Leigh,Leigh Sports Village,10000,2008,all-seater
United Kingdom,Shrewsbury Town,Football,Shrewsbury,New Meadow,10000,2007,all-seater
Armenia,National Stadium,Multi-use,Yerevan,Hrazdan Stadium,54208,1972,all-seater
Armenia,FA Pyunik Yerevan,Football,Yerevan,Hanrapetakan Stadium,14968,2000,all-seater
Azerbaijan,Multi-use,Multi-use,Baku,Baku National Stadium,68700,2015,all-seater
Azerbaijan,FK Baku,Football,Baku,Tofiq Bakhramov Stadium,31200,1952,all-seater
Azerbaijan,Energetik Mingachevir,Football,Mingachevir,Im. J. Mamedzade Stadium,16000,null,null
Azerbaijan,FK Khazar Lankaran,Football,Lankaran,Lankaran City Stadium,15000,2006,all-seater
Azerbaijan,Neftchi Baku,Football,Baku,8km Stadium,15000,2012,all-seater
Azerbaijan,Standard Sumqayit,Football,Sumqayit,Mehdi Hüseynzade Stadium,15000,null,all-seater
Azerbaijan,Karabakh Agdam,Football,Baku,Tofiq Ismaiylov Stadium,15000,null,null
Azerbaijan,Göyazan Gazakh,Football,Gazakh,Gazakh City Stadium,12000,null,null
Azerbaijan,Football-use,Football,Shamkir,Shamkir City Stadium,11050,2004,10050
Azerbaijan,ABN Barda,Football,Barda,Barda City Stadium,10000,null,null
Azerbaijan,Araz Nakhchivan,Football,Nakhchivan,I. Ahundlu Stadium,10000,null,null
Bahrain,Race-use,Race-use,Sakhir,Bahrain Int'l Circuit,70000,2004,all-seater
Bahrain,National Stadium,Multi-use,Manama,Bahrain National Stadium,24000,1982,all-seater
Bahrain,Busaiteen Club,Football,Manama,Bahrain National Stadium,24000,1982,all-seater
Bahrain,Al-Muharraq SC,Football,Manama,Bahrain National Stadium,24000,1982,all-seater
Bahrain,Issa Town,Football,Issa Town,Issa Town Stadium,20000,1968,all-seater
Bahrain,Al Ahli,Football,Manama,Al Ahli Stadium,10000,null,all-seater
Bahrain,Al-Muharraq SC,Football,Muharraq,Al Muharraq Stadium,10000,null,all-seater
Egypt,Smouha SC,Football,Alexandria,Borg el Arab Stadium,86000,2006,all-seater
Egypt,Al Ittihad AC,Football,Alexandria,Borg el Arab Stadium,86000,2006,all-seater
Egypt,Al Ahly SC,Football,Cairo,Cairo Int'l Stadium,74100,1960,all-seater
Egypt,Zamalek SC,Football,Cairo,Cairo Int'l Stadium,74100,1960,all-seater
Egypt,Olympic El Qanah FC,Football,Suez,Mubarak Stadium,45000,2008,all-seater
Egypt,Arab Contractors SC,Football,Cairo,O.A. Osman Stadium,35000,null,all-seater
Egypt,Telefonat,Football,Bani Ebid,Bani Ebid Stadium,30000,null,all-seater
Egypt,Military Production SC,Football,Cairo,Military Production Stadium,30000,2009,all-seater
Egypt,Wadi Degla FC,Football,Cairo,30 June Stadium,30000,null,all-seater
Egypt,El Dakhleya FC,Football,Cairo,30 June Stadium,30000,null,all-seater
Egypt,El Geish,Football,Cairo,Military Academy Stadium,28500,1989,all-seater
Egypt,Asmant El-Suweis,Football,Suez,Suez Stadium,25000,null,all-seater
Egypt,Petrojet FC,Football,Suez,Suez Stadium,25000,null,all-seater
Egypt,Al-Masry SC,Football,Suez,Suez Stadium,25000,null,all-seater
Egypt,Sekka el Hadeed,Football,Cairo,Sekka el Hadeed Stadium,25000,null,all-seater
Egypt,El Sharkia SC,Football,Zagazig,University Stadium,25000,null,all-seater
Egypt,Haras El-Hodood SC,Football,Alexandria,Haras El Hedood Stadium,22500,null,all-seater
Egypt,El Raja Marsa Matruh,Football,Alexandria,Haras El Hedood Stadium,22500,null,all-seater
Egypt,Aswan SC,Football,Aswan,Aswan Stadium,20000,null,all-seater
Egypt,Indoor Sports,Indoor Sports,Cairo,The Covered Hall,20000,1991,all-seater
Egypt,El Sharqeya SC,Football,Zagazig,Zagazig Stadium,20000,null,all-seater
Egypt,Ghazl Al-Mehalla,Football,El Mahalla,El Mahalla Stadium,20000,null,all-seater
Egypt,El Shams SC,Football,Cairo,El Shams Stadium,20000,null,all-seater
Egypt,Misr El Makasa,Football,Fayoum,Fayoum Stadium,20000,null,all-seater
Egypt,Tanta SC,Football,Tanta,Tanta Stadium,20000,null,all-seater
Egypt,Sohag FC,Football,Sohag,Sohag Stadium,19000,null,all-seater
Egypt,El Minya FC,Football,Sohag,Sohag Stadium,19000,null,all-seater
Egypt,Ismaili FC,Football,Ismailia,Ismailia Stadium,18525,null,all-seater
Egypt,El Masry,Football,Port Said,Port Said Stadium,18000,1954,all-seater
Egypt,El Mansoura,Football,El Mansoura,El Mansoura Stadium,18000,null,all-seater
Egypt,Football-use,Football,Asiut,Asiut University Stadium,16000,2005,all-seater
Egypt,ENPPI Club,Football,Cairo,Petro Sport Stadium,16000,2006,all-seater
Egypt,Tersana SC,Football,Giza,Mit Okba Stadium,15000,null,all-seater
Egypt,Beni Sweif SC,Football,Giza,Mit Okba Stadium,15000,null,all-seater
Egypt,Domiat FC,Football,Domiat,Domiat Stadium,15000,null,all-seater
Egypt,El-Olympi,Football,Alexandria,Ezzedin Yacoub Stadium,15000,null,all-seater
Egypt,Football-use,Football,Beni Suef,Beni Suef Stadium,14000,null,all-seater
Egypt,Union Alexandria,Football,Alexandria,Alexandria Stadium,13660,1929,all-seater
Egypt,El Gouna FC,Football,El Gouna,El Gouna Stadium,12000,2009,all-seater
Egypt,Football-use,Football,Ismailia,Suez Canal Stadium,10000,null,all-seater
Egypt,Football-use,Football,Cairo,Mukhtar el Tetsh Stadium,10000,null,all-seater
Georgia,National Stadium,Multi-use,Tbilisi,Boris Paichadze Stadium,55000,1976,all-seater
Georgia,FK Dynamo,Football,Tbilisi,Boris Paichadze Stadium,55000,1976,all-seater
Georgia,FK Lokomotivi,Football,Tbilisi,Mikheil Meshki Stadium,27223,2001,25000
Georgia,FK Torpedo,Football,Kutaisi,Givi Kiladze Stadium,19400,null,all-seater
Georgia,Gorda Rustavi,Football,Rustavi,Poladi Stadium,10720,null,all-seater
Iran,National Stadium,Multi-use,Tehran,Azadi Stadium,78116,1971,all-seater
Iran,FC Perspolis,Football,Tehran,Azadi Stadium,78116,1971,all-seater
Iran,Esteghlal FC,Football,Tehran,Azadi Stadium,78116,1971,all-seater
Iran,Sepahan Isfahan FC,Football,Esfehan,Naghsh e Jahan Stadium,75000,2003,all-seater
Iran,Tractor Club,Football,Tabriz,Yadegar e Emam Stadium,66833,1996,all-seater
Iran,Shahrdari Tabriz FC,Football,Tabriz,Yadegar e Emam Stadium,66833,1996,all-seater
Iran,Football-use,Football,Shiraz,Pars Stadium,50000,2017,all-seater
Iran,Foolad FC,Football,Ahvaz,Ghadir Stadium,38900,2012,all-seater
Iran,Esteghlal Khuzestan FC,Football,Ahvaz,Ghadir Stadium,38900,2012,all-seater
Iran,Aboumoslem FC,Football,Mashhad,Samen Stadium,35000,2004,15000
Iran,Football-use,Football,Tehran,Shirodi Stadium,30000,1942,all-seater
Iran,Football-use,Football,Tehran,Takhti Stadium,30000,1967,all-seater
Iran,Football-use,Football,Tehran,Shohadai Shahr Stadium,25000,2005,null
Iran,Padideh FC,Football,Mashhad,Imam Reza Stadium,23000,2017,all-seater
Iran,Sanat Naft FC,Football,Abadan,Takhti Stadium,22000,1915,null
Iran,Football-use,Football,Tehran,Markazi Stadium,20000,2006,all-seater
Iran,Football-use,Football,Tehran,IUST Stadium,20000,null,all-seater
Iran,Bargh/Fajr Sepasi,Football,Shiraz,Hafezieh Stadium,20000,1945,all-seater
Iran,Zob Ahan Ardebil,Football,Ardebil,Ali Daei Stadium,20000,2007,all-seater
Iran,Aluminium Hormozgan FC,Football,Bandar Abbas,Persian Gulf Stadium,20000,2011,all-seater
Iran,Football-use,Football,Tabriz,Takhti Stadium,20000,1949,null
Iran,Malavan Anzali FC,Football,Bandar-e Anzali,Takhti Stadium,20000,1953,null
Iran,Football-use,Football,Tehran,University of Tehran Stadium,20000,1970,all-seater
Iran,Shahin Bushehr FC,Football,Bushehr,Shahid Beheshti Stadium,20000,null,null
Iran,Football-use,Football,Esfehan,Rith Bahman Stadium,18000,1969,null
Iran,Football-use,Football,Birjand,Ghadir Stadium,15000,2017,all-seater
Iran,Football-use,Football,Bushehr,SH Mahdavi Stadium,15000,2017,all-seater
Iran,Football-use,Football,Bojnord,19 Mehr Stadium,15000,2017,all-seater
Iran,Football-use,Football,Semnan,Velayat Stadium,15000,2016,all-seater
Iran,Football-use,Football,Khorramshahr,Arvandan OGC Stadium,15000,2016,all-seater
Iran,Shahrdari Yasoj FC,Football,Yasoj,Azadi Stadium,15000,2015,all-seater
Iran,FC Perspolis,Football,Tehran,Shahid Kazemi Stadium,15000,2014,all-seater
Iran,Foolad FC,Football,Ahvaz,Takhti Stadium,15000,null,all-seater
Iran,Esteghlal Khuzestan FC,Football,Ahvaz,Takhti Stadium,15000,1978,all-seater
Iran,Rahian FC,Football,Kermanshah,Khordad Stadium,15000,2015,all-seater
Iran,Football-use,Football,Hamedan,Mofateh Stadium,15000,2008,all-seater
Iran,Damash Gilan FC,Football,Rasht,Sardar Jangal Stadium,15000,2007,all-seater
Iran,Sepahan Isfahan FC,Football,Esfahan,Foolad Shahr Stadium,15000,1998,all-seater
Iran,Zob Ahan Isfahan FC,Football,Esfahan,Foolad Shahr Stadium,15000,1998,all-seater
Iran,Ghandi Yazd,Football,Yazd,Nasiri Stadium,15000,1983,all-seater
Iran,Football-use,Football,Arak,Imam Khomeini Stadium,15000,2007,all-seater
Iran,Football-use,Football,Sanandjad,Sanandjad Stadium,15000,2008,all-seater
Iran,Football-use,Football,Kashan,Amir Kabir Stadium,15000,2005,all-seater
Iran,Football-use,Football,Kerman,Shahid Bahonar Stadium,15000,2007,all-seater
Iran,Saba Battery,Football,Qum,Qum Stadium,15000,2008,all-seater
Iran,Football-use,Football,Esfahan,Esfhahan Stadium,15000,2008,all-seater
Iran,Multi-use,Multi-use,Tehran,Enghelab Stadium,15000,2006,all-seater
Iran,Multi-use,Multi-use,Ilam,Edalat Stadium,15000,2013,all-seater
Iran,Football-use,Football,Gorgan,Shohada Stadium,15000,2011,all-seater
Iran,Paykan,Football,Qazvin,Shahid Rajaei Stadium,15000,2012,all-seater
Iran,Rah Ahan Tehran,Football,Tehran,Rah Ahan Stadium,15000,1973,null
Iran,Siah Jamegan Khorasan,Football,Mashhad,Takhti Stadium,15000,1953,null
Iran,Ararat Tehran,Football,Tehran,Ararat Stadium,15000,null,null
Iran,Nasaji Ghaemshar,Football,Ghaemshar,Vatani Stadium,15000,null,null
Iran,Shahab Zanjan,Football,Zanjan,Workers Stadium,15000,null,null
Iran,Football-use,Football,Zahedan,Zahedan Stadium,14500,2007,all-seater
Iran,Indoor Sports,Indoor Sports,Tehran,Azadi Indoor Stadium,12000,1971,all-seater
Iran,Football-use,Football,Mazandaran,Mazandaran Stadium,12000,2008,all-seater
Iran,Football-use,Football,Tehran,Shahid Derakshan Stadium,12000,2002,all-seater
Iran,Football-use,Football,Tehran,Defense Industries Stadium,12000,1974,all-seater
Iran,Gostaresh FC,Football,Tabriz,Gostaresh Foulad Stadium,12000,2011,all-seater
Iran,Damash Gilan FC,Football,Rasht,Dr. Azodi Stadium,11000,1988,null
Iran,FC Pars Jonoubi Jam,Football,Jam,Shohada Stadium,10000,null,all-seater
Iran,Esteghlal FC,Football,Tehran,Emam Reza Stadium,10000,2010,all-seater
Iran,Gostaresh Foolad FC,Football,Tabriz,Bonyan Dizel Stadium,10000,2011,all-seater
Iran,Football-use,Football,Bam,Bam Stadium,10000,2004,null
Iran,Fighting-use,Fighting,Esfarayen,Zeinal Ring,10000,null,null
Iran,Teraktor Sazi FCA,Football,Tabriz,Teraktor Sazi Stadium,10000,2011,all-seater
Iran,Football-use,Football,Tabriz,Tabriz University Stadium,10000,1975,null
Iran,Bargh Tehran,Football,Tehran,Harandi Stadium,10000,2002,all-seater
Iran,Choka Talesh,Football,Hashtpar,Poria Vali Stadium,10000,null,null
Iran,Paykan Tehran,Football,Tehran,Iran Khodro Stadium,10000,null,null
Iran,Shamoushak Noushahr,Football,Noushahr,Sohada Stadium,10000,null,null
Iran,Sanaye Arak,Football,Arak,5th Mordad Stadium,10000,null,null
Iran,Football-use,Football,Shahrod,Takhti Stadium,10000,null,null
Iran,Football-use,Football,Qazvin,Azadeghan Stadium,10000,null,null
Iran,Football-use,Football,Tehran,Atre Sib Stadium,10000,2005,null
Iran,Football-use,Football,Kerman,Shahid Salimy Kiya Stadium,10000,null,null
Iran,Football-use,Football,Qum,Heydariyan Stadium,10000,null,null
Iran,Race-use,Race-use,Tehran,Azadi Circuit,10000,null,null
Iran,Football-use,Football,Ardebil,Takhti Stadium,10000,null,null
Iran,Football-use,Football,Kermanshah,Azadi Stadium,10000,null,null
Iran,Gahar Zagros FC,Football,Dorud,Takhti Stadium,10000,null,null
Iran,Multi-use,Multi,Mashhad,Shahid Beheshti Sport Complex,10000,null,all-seater
Iraq,National Stadium,Multi-use,Basra,Basra International Stadium,65000,2013,all-seater
Iraq,National Stadium,Multi-use,Baghdad,Al Shaab Stadium,40000,1966,all-seater
Iraq,Karbalaa FC,Football,Karbala,Karbala Stadium,30000,2016,all-seater
Iraq,Kirkuk FC,Football,Kirkuk,Kirkuk Olympic Stadium,30000,1982,null
Iraq,Duhok FC,Football,Duhok,Al Duhok Stadium,30000,null,null
Iraq,Maysan FC,Football,Al Amarah,Maysan Stadium,25000,1987,null
Iraq,Arbil FC,Football,Arbil,Franso Hariri Stadium,20000,1992,null
Iraq,Zakho FC,Football,Zakho,Zakho International Stadium,20000,null,all-seater
Iraq,Al-Zawra'a SC,Football,Baghdad,Al Zawraa Stadium,20000,1978,null
Iraq,An Nasiriyah FC,Football,An Nasiriyah,An Nasiriyah Stadium,15000,null,null
Iraq,Al Sulaimaniya FC,Football,Sulaimaniya,Al Sulaimniya Stadium,15000,null,null
Iraq,Ash Shorta FC,Football,Baghdad,Al Kashafa Stadium,12000,null,null
Iraq,An Najaf FC,Football,An Najaf,An Najaf Stadium,12000,null,null
Iraq,Mosul FC,Football,Mosul,Mosul University Stadium,12000,null,null
Iraq,Mina'a FC,Football,Basra,Al Fayhaa Stadium,10000,2013,all-seater
Iraq,As Sulaimaniya FC,Football,Sulaimaniya,Halabja Stadium,10000,2010,all-seater
Iraq,Al Sina'a FC,Football,Baghdad,Al Sina'a Stadium,10000,null,null
Iraq,Samawah FC,Football,Samawah,Samawah Stadium,10000,null,all-seater
Israel,National Stadium,Multi-use,Ramat-Gan,Ramat-Gan Stadium,41583,1951,all-seater
Israel,Beitar Jerusalem,Football,Jerusalem,Teddi Malha Stadium,34000,1991,all-seater
Israel,Hapoel Jerusalem,Football,Jerusalem,Teddi Malha Stadium,34000,1991,all-seater
Israel,HK Jerusalem FC,Football,Jerusalem,Teddi Malha Stadium,34000,1991,all-seater
Israel,Hapoel Haifa,Football,Haifa,Sammy Ofer Stadium,30820,2014,all-seater
Israel,Maccabi Haifa,Football,Haifa,Sammy Ofer Stadium,30820,2014,all-seater
Israel,Hapoel Be'er-Sheva,Football,Be'er-Sheva,Toto Turner Stadium,16000,2015,all-seater
Israel,Maccabi Tel-Aviv,Football,Tel-Aviv,Bloomfield Stadium,15700,1960,all-seater
Israel,Hapoel Tel-Aviv,Football,Tel-Aviv,Bloomfield Stadium,15700,1960,all-seater
Israel,Bney Yehuda Tel-Aviv,Football,Tel-Aviv,Bloomfield Stadium,15700,1960,all-seater
Israel,Maccabi Netanya,Football,Netanya,Netanya Stadium,13800,2012,all-seater
Israel,Hapoel Ra'anana AFC,Football,Netanya,Netanya Stadium,13800,2012,all-seater
Israel,Hapoel Jerusalem,Basketball,Jerusalem,Jerusalem Payis Arena,11600,2014,all-seater
Israel,Hapoel Petah Tikva,Football,Petah Tikva,HaMoshava Stadium,11500,2011,all-seater
Israel,Maccabi Petah Tikva,Football,Petah Tikva,HaMoshava Stadium,11500,2011,all-seater
Israel,Maccabi Tel-Aviv,Basketball,Tel-Aviv,Nokia Arena,11000,1963,all-seater
Israel,Hapoel Ashqelon,Football,Ashqelon,Sala Stadium,10000,2002,all-seater
Jordan,National Stadium,Multi-use,Amman,Amman Int'l Stadium,18000,null,all-seater
Jordan,Al-Faisaly SC,Football,Amman,Amman Int'l Stadium,18000,null,all-seater
Jordan,Al-Wehdat SC,Football,Amman,King Abdullah II Stadium,14000,null,all-seater
Jordan,Al-Arabi,Football,Irbid,Al-Hassan Stadium,12000,null,all-seater
Jordan,Al-Hussein SC,Football,Irbid,Al-Hassan Stadium,12000,null,all-seater
Jordan,Al-Sareeh SC,Football,Irbid,Al-Hassan Stadium,12000,null,all-seater
Jordan,Manshia Bani Hassan,Football,Az-Zarqa,Prince Mohammed Stadium,12000,null,all-seater
Jordan,Ittihad Al-Zarqa,Football,Az-Zarqa,Prince Mohammed Stadium,12000,null,all-seater
Kuwait,National Stadium,Multi-use,Kuwait City,Jaber Al-Ahmad Int'l Stadium,65000,2009,all-seater
Kuwait,Kazma SC,Football,Kuwait City,Al-Sadaqua Walsalam,21500,null,all-seater
Kuwait,Al-Qadisiyah,Football,Kuwait City,Mohammed Al-Hamad,18000,null,all-seater
Kuwait,Al-Shabab,Football,Al-Ahmadi,Al-Ahmadi Stadium,18000,null,all-seater
Kuwait,Al-Kuwayt SC,Football,Kuwait City,National Stadium,16000,null,all-seater
Kuwait,Multi-use,Multi-use,Kuwait City,University Stadium,16000,null,all-seater
Kuwait,Al-Nasr,Football,Kuwait City,Jalib ash Shuyukh,15000,null,all-seater
Kuwait,As-Salimiyah,Football,As-Salimiyah,Thamer Stadium,14000,null,all-seater
Kuwait,Al-Tadamon,Football,Al-Farwaniyah,Al-Farwaniyah Stadium,14000,null,all-seater
Kuwait,Al-Yarmuk,Football,Meshref,Meshref Stadium,12000,null,all-seater
Lebanon,National Stadium,Multi-use,Beirut,Camille Chamoun Stadium,57600,1998,all-seater
Lebanon,Al-Nejmeh SC,Football,Beirut,Camille Chamoun Stadium,57600,1998,all-seater
Lebanon,Ahly Saida,Football,Saida,Saida Int'l Stadium,22600,null,all-seater
Lebanon,Tripoli SC,Football,Tripoli,Int'l Olympic Stadium,22400,null,all-seater
Lebanon,Al Ahed,Football,Beirut,Municipality Stadium,18000,null,all-seater
Lebanon,Football-use,Football,Tripoli,Municipal Stadium,10000,null,all-seater
Lebanon,Sagesse,Football,Beirut,Bourj Hammoud Stadium,10000,null,null
Lebanon,Horriye Majdal Anjar,Football,Bekaa,J.A. Nasser Stadium,10000,null,null
Lebanon,Horse Racing-use,Horse Racing,Beirut,Beirut Horse Course,10000,null,null
Northern Cyprus,Çetinkaya TSK,Football,Lefkosa,Lefkosa Atatürk,28000,null,null
Northern Cyprus,Yenicami Agdelen Kulübü,Football,Lefkosa,Lefkosa Atatürk,28000,null,null
Oman,National Stadium,Multi-use,Muscat,Sultan Qaboos Complex,34000,null,all-seater
Oman,Muscat Club,Multi-use,Muscat,Sultan Qaboos Complex,34000,null,all-seater
Oman,Sohar,Football,Sohar,Regional Sports Complex,19000,null,null
Oman,Al-Nahda Club,Football,Al-Buraimi,Al-Buraimi Sports Complex,17000,1996,all-seater
Oman,Oman SC,Football,Muscat,Royal Oman Police Stadium,15000,null,all-seater
Oman,Sur SC,Football,Sur,Sur Youth Complex,15000,1996,all-seater
Oman,Seeb Club,Football,Seeb,Seeb Stadium,12000,null,all-seater
Oman,Nizwa,Football,Nizwa,Nizwa Youth Complex,10000,null,null
Palestine,National Stadium,Football,Ram,Palestine Stadium,23000,2008,null
Palestine,Shabab Al-Dhahiriya SC,Football,Hebron,Dura International Stadium,18000,1965,null
Palestine,Hilal Ariha SC,Football,Jericho,Jericho Int'l Stadium,15000,1996,null
Palestine,Ittihad FC,Football,Nablus,Nablus Football Stadium,15000,2009,all-seater
Qatar,National Stadium,Multi-use,Doha,Khalifa Int'l Stadium,48000,2005,all-seater
